time,velocity,duty,pressure,humidity,temp
0.39331865310668945,0.042135534445108994,0.0,,,
0.42798805236816406,0.042135534445108994,0.0,,,
0.7694916725158691,0.03575680677678307,0.0,,,
0.8235070705413818,0.03575680677678307,0.0,,,
1.2007420063018799,0.0587561582169143,0.0,,,
1.2397186756134033,0.0587561582169143,0.0,,,
1.6004524230957031,0.0587561582169143,0.0,,,
1.638131856918335,0.0587561582169143,0.0,,,
2.014735698699951,0.08175550965704553,0.0,,,
2.054605722427368,0.08175550965704553,0.0,,,
2.4172656536102295,0.10475486109717677,0.0,,,
2.470196485519409,0.10475486109717677,0.0,,,
2.803149938583374,0.11113358876550268,0.0,,,
2.8626933097839355,0.11113358876550268,0.0,,,
3.232205867767334,0.127754212537308,0.0,,,
3.272139072418213,0.127754212537308,0.0,,,
3.6392037868499756,0.1660276311406527,0.0,,,
3.68707537651062,0.1660276311406527,0.0,,,
4.05100154876709,0.18182946739711994,0.0,,,
4.091447591781616,0.18182946739711994,0.0,,,
4.44672966003418,0.18182946739711994,0.0,,,
4.489414215087891,0.18182946739711994,0.0,,,
4.845848798751831,0.18182946739711994,0.0,,,
4.918755292892456,0.18182946739711994,0.0,,,
5.265212535858154,0.16520884362531463,0.0,,,
5.320002317428589,0.16520884362531463,0.0,,,
5.661956071853638,0.16520884362531463,0.0,,,
5.734054803848267,0.16520884362531463,0.0,,,
6.065264463424683,0.1422094921851834,0.0,,,
6.134276628494263,0.1422094921851834,0.0,,,
6.480856895446777,0.11921014074505216,0.0,,,
6.535754203796387,0.11921014074505216,5.0,,,
6.8888490200042725,0.11283141307672624,5.0,,,
6.943353891372681,0.11283141307672624,5.0,,,
7.295852422714233,0.18379881196173217,5.0,,,
7.351875066757202,0.18379881196173217,5.0,,,
7.694048643112183,0.24981612925913588,5.0,,,
7.767500162124634,0.24981612925913588,5.0,,,
8.121209621429443,0.3171806147656338,5.0,,,
8.169135332107544,0.3171806147656338,5.0,,,
8.531580686569214,0.411147365090771,5.0,,,
8.56932520866394,0.411147365090771,5.0,,,
8.935420274734497,0.5076773094949126,5.0,,,
8.985076189041138,0.5076773094949126,5.0,,,
9.35456132888794,0.5641231802468445,5.0,,,
9.38693118095398,0.5641231802468445,5.0,,,
9.764227867126465,0.6409350944702686,5.0,,,
9.798095226287842,0.6409350944702686,5.0,,,
10.157904386520386,0.6997453841028378,5.0,,,
10.194926738739014,0.6997453841028378,5.0,,,
10.578393459320068,0.7625699825230956,5.0,,,
10.608385562896729,0.7625699825230956,5.0,,,
10.981714487075806,0.8213802721556647,5.0,,,
11.005475997924805,0.8213802721556647,5.0,,,
11.371022939682007,0.7975812506427576,5.0,,,
11.40934133529663,0.7975812506427576,5.0,,,
11.794996976852417,0.7497363854939413,5.0,,,
11.829980373382568,0.7497363854939413,5.0,,,
12.193238496780396,0.6882228585625154,5.0,,,
12.23642635345459,0.6882228585625154,5.0,,,
12.611020803451538,0.6530663978699474,5.0,,,
12.639049291610718,0.6530663978699474,5.0,,,
13.018215417861938,0.5953376411624043,5.0,,,
13.055531740188599,0.5953376411624043,5.0,,,
13.412960052490234,0.5644074335760637,5.0,,,
13.441062450408936,0.5644074335760637,5.0,,,
13.826523303985596,0.5322476656243101,5.0,,,
13.869016647338867,0.5322476656243101,5.0,,,
14.224540948867798,0.5122385636883395,5.0,,,
14.254045486450195,0.5122385636883395,5.0,,,
14.652068376541138,0.48821515296468015,5.0,,,
14.675641059875488,0.48821515296468015,5.0,,,
15.057563543319702,0.43578359100043695,5.0,,,
15.473345756530762,0.39751025302212417,5.0,,,
15.893775224685669,0.3410643822701922,5.0,,,
16.307939052581787,0.34623287596497193,5.0,,,
16.717620372772217,0.3320747326040734,5.0,,,
17.12869358062744,0.3430941848739252,10.0,,,
17.54949188232422,0.3430941848739252,10.0,,,
17.941978931427002,0.3303364294361719,10.0,,,
